Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
67505,-0.90871461909224,-0.273556124456392,2.64318715813458,-1.73215723164819,-0.866735118664015,1.43725881537672,-1.0037040849622,0.74515780531657,0.225299695059058,-0.0502929907368765,-0.459949214801334,-0.68232845727204,-1.47919709082397,-1.1622490795403,-2.17200241210085,0.910979508746828,0.457351417446654,-0.784293651114114,0.738721619896342,0.0767357794279206,0.162490871913085,0.737035201028593,-0.475056140708565,-0.841151849000652,0.506416572244549,-0.0536697702324167,0.213127565944666,0.10133631404546,1,-1
157115,-1.0205355814927,-0.744521720282637,0.352832617889402,-2.93634069712965,-0.403935740611313,-0.351047769362483,-0.603721122290577,0.479324785846312,-2.00194927090278,0.484735854999782,-1.8032007836184,-1.10835573147732,0.512122614502469,-0.354131197087453,-0.750640919719177,-0.100668111753985,0.22382316936786,0.202305501037808,-0.768306828765191,-0.0880190006996047,-0.0462980396599848,-0.022696436312986,0.00489338608302123,0.236850428201443,-0.0327507278120989,-0.277314584718201,0.247504640695117,0.0652476351279389,63.6,-1
144278,-1.61814117484575,-0.422417505502371,1.64369564147319,-2.16687728362885,-1.20367372832713,0.851729822315057,0.12234070278682,0.510781726272687,-0.486366929456275,-0.287954224234754,0.322017061755424,-0.0630106794004608,-0.408904728480267,-0.800174121687406,-2.06364837402301,1.2766993421722,0.137854890802307,-1.03041283858968,0.544835331797197,0.151450100377035,-0.0510779832021955,-0.0377245479079116,-0.250580095743425,0.711434888490999,0.48644080241475,-0.396706812353404,-0.00383481149627127,-0.31175953519655,200,-1
71383,-0.941171496597703,-0.0436734014537909,1.45431243574376,1.23796937523236,0.816330926597648,-1.614714101828,0.0875391882113739,-0.0567637231020371,-0.4749034728596,-0.109150545176169,-0.39372626268372,-0.406914169580186,-0.869482198177827,0.582722189537521,1.12008252898533,-0.403818964150078,-0.00126283257921194,0.142844991871499,0.321275830840695,0.208702399889159,0.256586767855789,0.438195560209304,0.0936160653020176,0.70084283933589,-0.28386284502159,-0.352399877932299,0.130005607582506,0.186294867014668,13.9,-1
121515,-2.48564978356397,0.327691685966587,-0.520320522217859,-0.663913077244239,3.15715554894065,0.115183772471068,1.26757830473437,-0.566701025017093,-0.550706032730991,0.543287737280991,1.42928346720314,0.855122940126697,0.284184453603166,0.416171519650081,0.208525403957461,-2.02078722757557,0.342472238038143,-1.35831201862331,0.0412177733308801,-0.787642519404932,0.268403918999954,1.40165491935385,-1.20041735594058,-1.34251480061078,1.24542044089381,0.31365743066688,-1.2524423161149,0.344382828980069,1,-1
165922,-1.51163325026317,1.68127376091651,1.45213069296496,1.22781230089861,-0.768121208613025,-0.150725262686351,-0.0659161439477683,0.936636239715798,-0.303557969109653,-0.848222281370009,-1.15344099743288,0.80732546571501,0.0379325445613716,0.244013008158364,-0.89600569746519,-0.87139173648382,0.893419901822401,-0.784526288516382,1.08744312669532,-0.109441371819684,-0.431710241062819,-1.18493009467625,-0.0162292498649012,0.33641898101107,0.365274939965094,-0.814692576545539,-0.0152185931520097,0.0123427791527859,11.96,-1
64246,1.01841181981555,1.03666300867632,-1.68981370722484,1.31547583332268,1.69843605562986,0.528806548957574,0.33171450239883,0.364538761567697,-0.711797938764263,-1.57028828006989,3.46301782070354,0.538411363115917,-0.378095384528423,-3.04549517963225,1.46891114338139,-0.0297415143257285,3.66458848086925,-0.105189588790714,-2.0979443214639,-0.167555416292594,-0.0402375927503545,0.0961715739635631,-0.0925489695836041,-1.34566370602836,0.510304957067478,-0.182673522501729,0.107058302469808,0.0718180029478637,0.89,-1
159003,2.01165769165864,0.0562379587370509,-1.62257395712928,0.342161304934069,0.357232738172834,-0.590243110295334,0.0240790717197172,-0.0357144655490888,0.324896561680834,-0.197482474235269,1.22347649821043,0.547908303706768,-0.744199328356458,-0.49459339466303,-0.385458520754602,0.434412135950695,0.383301378715398,0.124863044455816,0.20815959089007,-0.202616246738003,-0.303694004957179,-0.831686544419802,0.36508819651911,0.591376105968196,-0.350107470581564,0.150644751896706,-0.0674629590132158,-0.0409930547877297,0.99,-1
76437,1.26636395841518,-0.319223114710737,0.00293496305021439,-1.9674419590469,-0.896307342286558,-1.87978712813152,0.170000943416311,-0.447431574177377,1.57747105011896,-1.52194018867192,0.418796975581666,1.41598319198027,0.850198831038177,0.271071188252681,1.89286473669117,-1.136943937319,0.00746711281043903,-0.0746022481173703,0.880676533536078,0.00886461561855778,0.145043421011417,0.593064981450041,-0.179474095922911,0.780935676356017,0.82412087548665,-0.704908609287271,0.056521345472633,0.028543693054917,34.99,-1
85783,1.14512798120231,-0.833593086729373,0.633269087745933,-1.85336230890741,-1.45126907540635,-1.0770708872225,-0.522903539981746,-0.128560499801535,2.43453226772821,-1.66422220471725,-0.293088104766386,1.08772816132629,0.249911917074077,-0.186153751768879,1.64618718384674,-0.867009465195677,-0.019082092948837,0.40059303741672,0.987100873562325,0.0618899025061423,0.192386667400789,0.731145216560782,-0.225854180613987,0.443980841342179,0.661658602653429,-0.647917119605106,0.0934518032094741,0.0444405127316917,76,-1
